data,cultura,umidade_solo,ph_solo,temperatura,nitrogenio,fosforo,potassio,radiacao_solar,precipitacao,volume_irrigacao,necessidade_fert,rendimento_tha
2024-09-07,Soja,36.09,5.46,26.65,7.56,28.72,56.07,21.02,1.2,50.0,52.36,7.507
2024-09-08,Soja,68.77,5.12,29.17,48.13,45.11,53.88,19.49,0.09,46.43,0.16,10.544
2024-09-09,Soja,86.83,5.42,15.03,32.15,15.49,29.41,21.19,6.29,26.7,54.94,10.515
2024-09-10,Cana,70.49,7.04,26.87,18.03,29.88,33.19,23.29,29.76,40.08,60.83,10.117
2024-09-11,Trigo,32.21,5.44,31.14,46.13,17.48,34.11,19.84,3.69,50.0,44.59,8.825
2024-09-12,Soja,47.74,8.31,18.95,56.48,33.64,29.58,18.74,3.54,50.0,16.82,10.335
2024-09-13,Milho,74.0,6.59,33.36,38.35,38.87,37.34,13.59,3.37,39.31,32.69,11.496
2024-09-14,Milho,44.38,6.35,27.1,51.43,25.79,25.9,14.44,5.88,50.0,33.01,10.755
2024-09-15,Algodão,61.66,5.51,21.47,59.35,5.0,21.43,23.93,4.65,47.35,43.17,9.795
2024-09-16,Soja,66.62,6.76,24.72,55.78,31.99,42.47,25.18,16.96,40.36,12.09,12.0
2024-09-17,Soja,41.1,5.74,27.79,59.68,34.37,42.55,16.81,5.63,50.0,11.03,10.171
2024-09-18,Algodão,54.11,6.3,25.38,48.91,34.04,25.35,18.23,5.67,50.0,30.28,10.734
2024-09-19,Soja,10.0,8.25,27.69,40.91,42.36,45.74,13.48,1.19,50.0,29.14,7.933
2024-09-20,Soja,39.63,6.12,20.4,20.78,19.29,27.42,23.86,32.47,50.0,63.08,8.833
2024-09-21,Cana,51.21,7.12,25.85,37.05,36.8,38.04,21.33,2.3,50.0,33.28,10.462
2024-09-22,Milho,36.28,5.64,17.93,29.88,41.93,44.84,27.71,0.61,50.0,27.03,10.172
2024-09-23,Soja,79.49,6.17,24.44,66.05,12.21,34.6,13.61,8.7,36.94,19.07,12.0
2024-09-24,Soja,33.55,7.62,20.48,37.89,33.2,40.46,16.11,7.24,50.0,31.22,9.847
2024-09-25,Soja,48.4,5.7,21.32,41.48,24.96,28.8,19.16,4.29,50.0,41.96,9.471
2024-09-26,Soja,56.96,7.65,31.18,46.62,29.18,32.64,21.23,4.39,50.0,45.04,9.876
2024-09-27,Algodão,76.62,6.77,30.46,40.52,33.48,32.53,16.92,12.3,35.96,32.26,11.376
2024-09-28,Milho,33.46,5.75,28.05,60.34,25.13,26.04,13.64,1.74,50.0,18.28,9.264
2024-09-29,Trigo,72.45,6.71,19.54,32.53,23.24,32.88,22.41,13.73,34.98,50.52,11.381
2024-09-30,Algodão,55.15,6.98,23.42,42.34,30.34,16.42,21.61,8.37,50.0,33.17,10.019
2024-10-01,Milho,40.28,6.7,31.07,31.09,19.13,29.11,13.42,4.34,50.0,55.68,8.422
2024-10-02,Soja,61.93,4.94,25.71,24.16,19.14,31.58,24.78,4.9,42.52,61.66,8.824
2024-10-03,Milho,57.99,5.62,36.6,32.66,36.79,31.93,23.85,2.37,50.0,42.72,10.339
2024-10-04,Algodão,46.0,6.0,26.97,39.56,18.51,32.1,18.67,11.16,50.0,51.24,9.48
2024-10-05,Algodão,56.05,6.14,25.96,34.85,36.66,34.26,18.4,5.75,50.0,32.75,10.17
2024-10-06,Soja,49.22,6.7,23.45,31.69,34.63,40.75,20.77,3.1,50.0,35.4,11.049
2024-10-07,Trigo,56.7,6.34,25.67,23.12,12.74,45.49,13.69,7.25,50.0,55.56,9.019
2024-10-08,Milho,64.93,5.13,24.24,39.0,23.22,27.2,18.15,43.66,31.43,40.46,9.622
2024-10-09,Algodão,78.79,6.5,28.54,21.94,41.94,20.56,7.24,4.57,33.12,53.72,10.245
2024-10-10,Soja,36.43,6.69,29.78,49.12,20.19,22.5,22.38,20.28,50.0,34.86,9.147
2024-10-11,Milho,87.0,6.65,21.07,40.99,25.36,29.15,10.19,3.39,27.17,39.16,11.279
2024-10-12,Algodão,25.72,7.06,18.34,22.51,34.62,30.78,25.52,0.45,50.0,46.35,8.169
2024-10-13,Milho,52.72,6.87,15.82,36.29,37.83,25.76,16.35,1.83,49.93,40.74,10.182
2024-10-14,Milho,63.82,6.57,27.54,30.97,27.48,19.45,16.94,4.34,49.27,64.38,9.54
2024-10-15,Soja,59.21,6.14,19.48,43.83,24.02,29.53,14.86,1.98,47.67,32.73,10.458
2024-10-16,Soja,45.66,4.87,14.24,56.09,44.22,37.18,16.56,0.0,50.0,0.0,10.572
2024-10-17,Soja,51.88,6.54,26.94,17.5,47.39,42.14,25.09,19.72,50.0,38.68,10.914
2024-10-18,Cana,47.6,6.37,37.46,41.38,39.79,28.31,5.56,14.86,50.0,29.88,9.601
2024-10-19,Soja,46.16,6.42,24.97,38.08,30.85,30.04,24.38,10.85,50.0,40.31,10.385
2024-10-20,Milho,67.74,5.18,29.19,48.06,21.92,23.88,19.69,1.47,45.21,37.85,9.862
2024-10-21,Trigo,60.36,5.34,25.41,42.56,21.7,34.62,11.96,1.03,47.61,38.31,10.156
2024-10-22,Soja,44.61,7.04,24.51,30.98,35.23,24.82,12.62,0.56,50.0,47.79,8.695
2024-10-23,Milho,68.49,6.17,29.6,36.17,34.18,41.88,26.38,10.3,42.33,36.56,11.158
2024-10-24,Trigo,59.61,6.75,23.55,30.45,44.02,13.57,13.27,21.14,44.78,36.42,9.984
2024-10-25,Algodão,67.19,6.22,26.34,52.91,36.5,30.68,12.23,4.5,50.0,17.63,11.03
2024-10-26,Milho,64.44,6.22,26.61,40.26,14.97,38.61,23.69,1.01,45.74,45.67,10.5
2024-10-27,Trigo,42.57,6.95,21.66,62.81,40.52,37.21,19.69,5.75,50.0,0.0,10.874
2024-10-28,Soja,46.6,5.79,29.96,39.27,20.02,67.32,13.31,3.43,50.0,32.98,9.919
2024-10-29,Cana,66.21,6.28,24.13,31.5,26.16,39.2,19.08,3.76,45.78,40.88,10.611
2024-10-30,Soja,64.16,5.83,21.22,21.84,32.5,22.95,12.87,7.77,44.16,58.19,9.113
2024-10-31,Trigo,54.69,5.85,27.68,18.36,49.96,33.85,23.5,10.15,50.0,44.14,10.371
2024-11-01,Soja,56.76,5.95,20.51,20.99,61.1,13.69,23.31,0.94,42.96,38.96,10.172
2024-11-02,Cana,74.16,6.38,25.14,43.21,36.07,34.03,20.66,0.29,33.41,18.29,11.799
2024-11-03,Trigo,46.13,5.82,24.95,46.1,28.17,25.0,19.81,41.38,46.29,34.22,9.841
2024-11-04,Trigo,63.21,7.2,30.43,21.03,35.35,45.98,26.81,2.12,50.0,48.25,10.695
2024-11-05,Soja,51.97,5.48,27.37,50.74,38.88,28.41,18.0,0.44,50.0,19.43,10.914
2024-11-06,Milho,51.73,6.05,24.87,34.2,26.79,33.6,12.09,1.68,46.69,39.97,9.528
2024-11-07,Milho,71.48,5.85,29.09,41.76,47.95,27.37,20.25,0.32,46.13,28.08,11.164
2024-11-08,Trigo,67.38,7.36,31.95,59.35,32.3,55.87,28.43,3.98,48.35,0.0,12.0
2024-11-09,Soja,67.2,6.36,27.79,50.76,34.98,31.15,12.93,12.97,39.69,20.02,10.745
2024-11-10,Cana,74.58,7.03,25.05,36.78,36.66,56.99,16.19,3.34,36.36,20.45,11.975
2024-11-11,Algodão,55.32,5.01,18.44,29.31,34.22,44.77,20.08,4.7,46.18,40.31,9.736
2024-11-12,Soja,65.23,6.41,19.67,14.18,38.39,40.78,17.73,9.01,41.81,62.55,10.317
2024-11-13,Algodão,50.35,6.91,23.47,31.37,23.83,39.42,13.09,5.69,50.0,50.05,9.374
2024-11-14,Milho,59.86,6.27,21.95,37.47,24.42,39.73,23.61,15.81,45.81,44.96,11.435
2024-11-15,Milho,53.05,7.05,24.07,28.15,19.0,11.87,29.6,16.08,41.51,67.0,9.105
2024-11-16,Soja,56.45,5.79,25.28,38.42,34.4,31.65,18.98,0.08,50.0,29.94,10.641
2024-11-17,Milho,63.93,7.33,27.65,40.92,37.79,45.14,13.48,12.04,42.08,22.07,10.711
2024-11-18,Trigo,42.73,8.04,24.65,37.3,34.58,34.41,10.26,4.94,50.0,34.92,8.354
2024-11-19,Milho,86.39,5.91,27.43,32.2,46.74,18.14,19.29,35.96,20.84,34.13,11.415
2024-11-20,Milho,39.91,5.84,25.32,42.02,29.94,34.37,23.52,5.28,50.0,32.52,10.203
2024-11-21,Trigo,36.79,7.36,15.12,45.3,36.69,55.45,20.38,34.68,45.83,14.07,10.522
2024-11-22,Trigo,72.37,7.46,20.3,26.92,19.08,49.96,17.99,11.24,36.26,49.64,10.107
2024-11-23,Soja,66.87,5.78,24.28,56.93,26.13,34.26,15.05,2.29,46.32,24.13,11.168
2024-11-24,Algodão,64.36,5.86,18.95,38.82,36.96,46.42,12.54,6.18,48.14,25.22,11.626
2024-11-25,Milho,64.43,5.97,28.0,40.23,38.49,30.6,22.17,38.76,35.83,28.08,11.511
2024-11-26,Soja,54.82,5.12,32.65,48.5,27.06,14.55,22.57,15.59,50.0,38.55,9.825
2024-11-27,Soja,41.54,5.47,31.09,42.8,29.28,23.91,10.27,0.82,50.0,33.44,8.66
2024-11-28,Milho,56.14,5.4,23.93,51.44,14.82,53.75,25.95,9.8,42.55,33.38,11.486
2024-11-29,Algodão,44.84,5.59,32.45,43.45,26.43,31.71,20.87,3.39,50.0,36.45,9.835
2024-11-30,Milho,69.63,6.17,25.74,32.65,38.9,32.08,25.0,0.06,44.1,35.85,11.297
2024-12-01,Trigo,52.79,6.39,23.31,44.34,35.75,31.4,11.29,4.13,50.0,23.58,10.281
2024-12-02,Soja,42.62,7.44,21.93,26.28,35.01,57.85,11.17,2.14,50.0,45.69,9.175
2024-12-03,Milho,50.18,5.4,23.49,41.3,30.5,54.51,17.26,13.67,50.0,16.23,9.035
2024-12-04,Cana,61.19,6.99,23.06,39.6,30.07,61.63,20.51,3.29,50.0,17.22,11.589
2024-12-05,Trigo,46.54,6.03,25.85,37.5,23.4,33.09,26.98,14.06,50.0,46.0,9.985
2024-12-06,Soja,42.67,6.16,25.8,38.46,36.99,38.55,21.53,0.0,50.0,31.82,11.054
2024-12-07,Milho,58.66,6.74,25.02,17.42,34.21,16.8,16.79,2.94,50.0,69.92,9.082
2024-12-08,Soja,58.67,5.3,27.18,33.42,34.92,52.72,12.87,2.21,47.15,36.05,9.501
2024-12-09,Milho,47.4,6.51,30.95,41.11,24.74,20.99,24.15,2.13,50.0,49.03,10.129
2024-12-10,Trigo,47.93,6.33,29.75,41.92,8.47,37.6,13.18,0.56,50.0,43.47,9.047
2024-12-11,Trigo,58.48,6.59,17.58,27.67,40.97,21.83,26.14,1.66,48.87,45.17,10.646
2024-12-12,Soja,33.28,6.43,12.23,55.19,25.21,27.93,16.58,6.49,50.0,29.42,9.989
2024-12-13,Cana,33.89,8.16,29.67,29.61,21.37,24.95,25.95,2.76,50.0,68.67,8.324
2024-12-14,Milho,44.22,5.69,18.17,51.63,36.93,27.71,21.39,4.32,50.0,15.21,10.013
2024-12-15,Milho,51.8,5.78,23.88,45.13,26.08,28.53,17.32,3.78,50.0,42.9,9.953
2024-12-16,Milho,59.66,5.7,19.15,32.25,40.6,28.42,15.4,16.69,47.16,39.12,9.232
2024-12-17,Milho,77.13,5.76,15.99,61.3,36.17,45.0,16.3,18.86,28.11,6.95,12.0
2024-12-18,Milho,67.86,5.69,27.71,25.68,36.84,21.74,20.14,5.43,39.19,51.3,10.01
2024-12-19,Milho,52.6,7.15,28.8,51.03,16.34,37.65,18.39,3.21,50.0,29.1,10.512
2024-12-20,Milho,54.71,7.34,22.12,52.01,42.12,49.62,15.03,0.9,50.0,8.28,11.259
2024-12-21,Soja,39.96,5.74,12.04,31.95,32.61,28.84,17.17,24.53,50.0,47.92,8.909
2024-12-22,Algodão,54.72,5.53,22.27,56.71,26.31,26.38,18.39,0.5,50.0,31.27,11.071
2024-12-23,Milho,50.67,6.58,26.96,37.0,31.43,32.23,7.36,2.83,50.0,38.45,9.517
2024-12-24,Soja,59.84,5.76,17.61,43.46,12.24,49.16,20.29,2.83,46.56,34.25,10.477
2024-12-25,Trigo,42.59,6.71,25.92,43.12,34.09,37.33,13.1,3.09,50.0,19.42,9.681
2024-12-26,Cana,62.79,6.36,24.92,38.39,19.71,28.63,12.23,1.44,49.56,52.77,9.663
2024-12-27,Cana,77.99,4.99,27.9,49.73,16.47,40.81,9.56,12.23,35.51,34.73,10.245
2024-12-28,Milho,53.37,7.44,25.6,49.52,14.78,21.77,9.03,1.05,50.0,40.76,9.475
2024-12-29,Soja,61.03,7.64,20.13,19.02,41.13,43.18,11.22,8.06,45.56,39.48,9.042
2024-12-30,Milho,65.35,5.71,30.98,55.65,23.71,39.9,14.45,1.06,50.0,19.11,10.866
2024-12-31,Soja,48.98,5.89,24.21,20.05,45.34,31.31,27.77,0.59,50.0,37.48,9.791
2025-01-01,Cana,58.36,6.43,24.86,52.39,24.64,24.94,15.37,19.21,46.52,28.85,10.593
2025-01-02,Soja,55.19,6.47,20.33,53.52,12.93,24.36,18.89,1.69,50.0,35.85,10.636
2025-01-03,Soja,56.47,6.73,22.78,26.91,18.83,41.42,20.0,13.77,45.23,51.11,9.298
2025-01-04,Milho,43.4,7.81,20.58,35.07,42.36,49.75,18.66,6.29,50.0,17.5,10.315
2025-01-05,Milho,55.37,6.06,24.14,26.73,28.44,27.35,17.61,0.65,50.0,45.97,9.167
2025-01-06,Trigo,62.47,5.56,33.56,37.42,24.52,40.5,12.02,24.89,42.92,48.78,9.955
2025-01-07,Milho,76.77,5.1,18.14,36.3,31.6,9.96,25.25,2.27,37.65,58.71,9.45
2025-01-08,Soja,69.39,5.62,16.93,49.36,35.02,27.98,27.04,15.71,34.32,21.94,11.698
2025-01-09,Soja,87.3,6.17,32.36,55.72,41.17,34.63,9.59,1.48,36.9,11.92,12.0
2025-01-10,Milho,43.49,7.64,23.95,56.75,44.48,24.08,12.88,15.39,50.0,15.3,10.188
2025-01-11,Soja,68.08,5.79,21.65,33.25,26.4,23.76,16.6,0.11,42.96,57.32,9.387
2025-01-12,Milho,57.75,6.38,30.2,37.49,16.74,26.99,13.18,5.74,50.0,48.83,9.692
2025-01-13,Milho,87.85,6.19,21.97,19.8,25.87,38.51,20.53,11.74,26.84,61.87,10.398
2025-01-14,Trigo,42.88,7.15,34.13,30.33,32.6,32.75,14.36,21.84,50.0,41.2,8.782
2025-01-15,Cana,42.4,8.22,28.39,51.58,20.36,8.14,28.83,19.19,50.0,40.57,9.413
2025-01-16,Algodão,46.01,5.78,22.56,59.39,20.43,9.55,23.95,13.7,50.0,42.16,10.373
2025-01-17,Cana,23.14,5.81,35.79,25.19,33.44,27.72,19.06,17.53,50.0,57.89,7.935
2025-01-18,Soja,47.11,7.04,21.97,32.89,29.51,40.49,23.13,1.78,50.0,52.14,9.665
2025-01-19,Soja,43.61,6.75,28.71,39.68,30.33,5.0,23.53,2.67,50.0,47.06,9.7
2025-01-20,Soja,57.26,7.68,26.5,43.36,22.42,29.0,15.18,2.73,49.11,44.8,9.506
2025-01-21,Algodão,60.13,6.67,31.51,30.28,27.7,28.69,13.92,3.79,46.46,48.3,8.762
2025-01-22,Cana,83.14,5.91,32.81,45.09,20.76,51.66,18.39,4.0,36.7,31.23,12.0
2025-01-23,Algodão,69.26,6.67,25.16,34.31,38.9,30.38,22.31,6.29,40.42,28.98,11.261
2025-01-24,Soja,46.35,7.09,21.23,39.83,40.35,39.6,18.7,1.39,50.0,17.82,10.831
2025-01-25,Cana,41.52,6.86,27.3,46.56,11.54,36.7,10.12,9.4,50.0,38.32,8.791
2025-01-26,Milho,62.38,6.61,21.61,40.08,20.7,9.43,13.99,1.47,47.79,58.09,8.324
2025-01-27,Soja,35.2,7.05,35.07,34.76,15.03,44.22,17.63,2.97,50.0,43.47,8.977
2025-01-28,Milho,82.47,7.14,25.68,38.68,23.5,37.58,17.62,5.6,28.9,43.26,11.249
2025-01-29,Soja,72.69,7.31,23.17,38.94,29.17,41.1,27.86,12.73,40.36,38.2,10.817
2025-01-30,Milho,47.96,6.72,25.92,35.56,15.5,70.0,11.07,10.76,50.0,33.04,9.852
2025-01-31,Soja,29.3,6.07,18.26,36.89,20.78,9.99,20.53,8.3,50.0,68.58,9.314
2025-02-01,Milho,75.31,6.32,20.14,59.18,19.96,55.7,25.45,1.35,37.56,13.51,12.0
2025-02-02,Milho,53.28,7.17,31.0,46.73,32.07,31.55,29.36,6.34,50.0,22.6,11.311
2025-02-03,Algodão,73.57,5.55,21.72,36.45,30.69,38.45,15.98,0.73,39.7,42.74,10.257
2025-02-04,Trigo,31.08,6.49,19.77,48.36,22.78,34.45,20.46,3.79,50.0,29.71,9.161
2025-02-05,Milho,46.01,5.89,27.68,35.99,31.77,29.91,20.85,4.27,50.0,45.2,9.659
2025-02-06,Algodão,55.08,6.22,30.93,54.08,24.53,28.16,18.98,0.33,50.0,37.27,10.694
2025-02-07,Algodão,55.7,7.22,28.59,44.44,27.28,38.95,17.51,2.56,50.0,32.65,10.214
2025-02-08,Soja,48.25,6.35,29.98,38.71,46.73,16.79,20.18,24.93,49.29,26.34,10.226
2025-02-09,Milho,64.34,6.24,21.22,45.37,43.4,44.01,5.34,24.57,37.57,8.91,11.118
2025-02-10,Soja,38.99,5.11,17.89,21.15,17.0,30.01,21.41,3.47,50.0,73.86,7.569
2025-02-11,Soja,52.86,6.8,32.51,26.48,38.3,21.44,18.63,0.35,50.0,49.17,8.97
2025-02-12,Trigo,56.8,6.72,23.39,25.67,38.11,29.6,16.89,1.58,48.29,46.47,10.1
2025-02-13,Algodão,62.72,7.93,23.75,41.72,18.52,50.09,28.23,3.98,47.16,37.21,9.969
2025-02-14,Soja,65.67,5.95,31.64,60.79,38.19,28.58,14.63,23.62,39.81,15.0,10.684
2025-02-15,Algodão,38.13,6.38,27.78,66.78,45.38,39.3,15.98,1.22,50.0,0.0,12.0
2025-02-16,Algodão,31.99,6.4,27.28,47.66,18.77,26.23,27.96,11.53,50.0,40.54,10.272
2025-02-17,Algodão,74.17,7.46,35.83,46.01,20.82,44.1,13.84,0.92,41.62,29.31,10.584
2025-02-18,Soja,59.98,6.12,21.78,18.39,40.18,43.23,15.25,31.82,36.43,47.83,9.331
2025-02-19,Algodão,43.77,6.42,29.64,33.49,32.71,57.18,17.26,3.85,50.0,28.8,10.225
2025-02-20,Soja,78.27,6.69,25.29,30.55,35.51,32.89,22.2,11.94,30.35,40.02,11.292
2025-02-21,Milho,56.74,6.35,26.34,32.55,33.41,43.02,19.04,3.36,47.66,40.32,10.054
2025-02-22,Soja,72.69,5.84,32.64,37.98,33.91,36.18,11.54,7.9,41.18,32.54,10.16
2025-02-23,Soja,56.01,6.36,27.54,34.33,16.74,50.55,15.34,1.71,50.0,37.69,10.498
2025-02-24,Trigo,85.91,7.06,27.69,16.25,40.47,26.37,14.96,1.26,32.74,51.75,10.75
2025-02-25,Milho,81.33,5.38,30.36,48.97,41.7,43.94,17.61,22.25,30.18,6.41,11.712
2025-02-26,Soja,51.27,6.31,23.18,27.13,27.71,32.66,20.13,19.97,49.84,49.75,10.047
2025-02-27,Soja,69.57,5.64,20.8,42.87,29.57,34.23,20.09,17.48,31.22,39.11,10.051
2025-02-28,Trigo,64.68,7.16,19.78,64.89,14.69,36.1,9.12,7.86,43.74,17.67,11.07
2025-03-01,Soja,75.53,4.98,15.17,28.97,35.14,38.03,23.32,13.21,31.9,41.04,9.907
2025-03-02,Algodão,40.53,5.75,35.28,9.64,35.72,33.61,19.26,0.57,50.0,58.34,8.195
2025-03-03,Soja,65.29,6.5,19.48,36.57,29.38,37.58,24.92,3.26,46.08,36.08,11.233
2025-03-04,Soja,70.88,7.45,23.89,53.21,41.24,53.94,20.22,3.01,38.05,0.0,12.0
2025-03-05,Milho,28.62,6.15,23.62,63.5,26.66,46.83,23.51,8.08,50.0,5.97,10.793
2025-03-06,Milho,37.25,5.76,26.54,25.25,35.65,45.43,20.33,3.52,50.0,38.01,9.567
2025-03-07,Milho,24.41,7.7,29.08,45.96,19.8,29.53,24.73,1.29,50.0,43.18,8.641
2025-03-08,Soja,50.96,5.04,29.3,34.42,29.76,24.33,20.61,7.26,50.0,48.29,8.875
2025-03-09,Cana,65.76,4.5,22.08,38.73,28.26,46.46,17.51,13.47,40.64,24.8,9.727
2025-03-10,Milho,77.54,6.55,24.16,71.73,32.25,45.51,29.36,3.85,40.31,0.58,12.0
2025-03-11,Soja,56.11,5.8,26.41,21.96,26.3,52.67,22.45,1.13,50.0,46.44,9.999
2025-03-12,Milho,79.43,5.38,23.76,43.04,28.69,27.75,20.87,1.75,33.46,38.35,10.887
2025-03-13,Algodão,34.3,6.77,33.04,45.61,38.26,32.25,11.62,2.17,50.0,24.39,9.701
2025-03-14,Soja,29.45,6.4,27.45,53.03,25.63,15.33,11.56,2.85,50.0,34.68,9.158
2025-03-15,Soja,54.17,5.75,28.67,41.18,13.93,30.29,19.46,8.24,50.0,50.59,9.902
2025-03-16,Trigo,60.76,5.18,28.31,43.7,47.5,46.96,18.73,7.35,50.0,12.51,11.382
2025-03-17,Milho,54.51,6.9,30.87,35.3,43.81,29.4,14.93,9.53,50.0,23.27,9.702
2025-03-18,Milho,23.99,6.72,25.91,43.23,17.08,42.69,18.7,3.6,50.0,34.8,9.7
2025-03-19,Soja,53.66,6.12,18.52,35.88,36.9,32.71,25.94,13.9,44.06,33.7,10.197
2025-03-20,Soja,35.43,7.68,27.0,47.46,24.97,38.89,21.48,1.83,50.0,30.51,9.807
2025-03-21,Milho,65.05,5.34,21.74,35.56,32.63,21.23,12.29,5.06,44.42,51.56,9.549
2025-03-22,Soja,60.5,4.98,22.36,44.53,32.94,36.02,17.44,12.91,46.37,23.65,9.304
2025-03-23,Milho,40.9,5.65,27.93,39.65,27.66,5.0,13.98,1.59,50.0,52.74,8.275
2025-03-24,Milho,47.29,6.16,31.19,53.51,22.16,32.76,16.06,0.93,50.0,26.54,10.115
2025-03-25,Soja,39.11,6.39,25.11,39.38,23.09,15.43,15.93,17.21,50.0,48.87,8.761
2025-03-26,Cana,54.06,6.01,26.54,18.72,20.84,49.47,15.61,3.36,48.23,53.19,9.784
2025-03-27,Algodão,69.33,6.48,33.51,55.14,21.68,44.33,11.72,9.21,44.51,24.77,11.269
2025-03-28,Trigo,40.21,5.2,26.2,29.13,29.33,40.6,17.36,0.21,50.0,37.78,8.382
2025-03-29,Soja,62.56,7.36,38.01,32.15,22.84,53.25,15.2,9.37,50.0,39.76,9.934
2025-03-30,Soja,47.05,6.13,27.83,32.85,36.82,23.61,5.0,3.04,50.0,35.01,9.081
2025-03-31,Milho,43.11,7.09,16.2,56.49,44.87,55.97,28.26,0.46,50.0,0.0,12.0
2025-04-01,Soja,53.39,6.47,28.77,14.37,24.2,46.19,23.44,7.53,50.0,56.91,10.244
2025-04-02,Cana,39.47,6.57,26.91,77.65,32.39,32.16,16.12,2.2,50.0,5.51,11.99
2025-04-03,Soja,46.7,6.66,31.45,52.67,35.0,48.63,18.09,3.91,50.0,8.78,10.479
2025-04-04,Milho,37.03,6.56,28.37,42.68,34.72,21.72,12.14,0.67,50.0,25.5,9.214
2025-04-05,Milho,84.47,6.71,24.31,39.34,30.76,25.11,26.48,1.27,29.82,30.99,11.711
2025-04-06,Milho,55.53,7.26,18.88,43.43,37.43,27.7,27.49,2.83,48.04,30.18,10.992
2025-04-07,Soja,44.5,6.36,23.95,46.25,34.82,28.65,18.78,0.75,50.0,31.77,9.446
2025-04-08,Milho,58.21,6.77,20.75,47.74,17.62,22.32,23.12,19.34,43.97,46.64,11.535
2025-04-09,Soja,53.32,6.13,22.1,46.67,38.69,49.68,18.88,0.05,50.0,13.41,11.625
2025-04-10,Algodão,51.69,7.35,27.94,41.07,38.87,31.89,11.32,5.29,50.0,34.5,9.785
2025-04-11,Soja,64.21,5.66,33.35,37.63,22.37,39.23,15.94,1.05,50.0,38.24,10.429
2025-04-12,Algodão,66.36,7.64,26.97,38.18,30.38,28.16,18.66,2.94,48.3,45.09,10.982
2025-04-13,Algodão,47.04,6.17,19.02,37.66,36.83,13.15,15.73,20.84,50.0,36.82,9.688
2025-04-14,Soja,46.36,5.06,27.22,53.61,27.91,38.24,16.91,1.41,50.0,16.6,10.285
2025-04-15,Trigo,50.87,6.3,30.98,47.12,40.73,12.05,17.54,27.01,50.0,24.03,10.312
2025-04-16,Soja,20.47,5.66,21.95,5.0,53.64,34.18,17.6,1.84,50.0,50.21,7.508
2025-04-17,Cana,32.27,6.87,24.33,47.87,22.14,18.58,18.26,10.82,50.0,43.04,9.019
2025-04-18,Milho,75.5,5.68,25.07,42.34,16.19,58.85,12.7,6.33,35.31,29.97,10.701
2025-04-19,Soja,79.67,5.84,21.08,39.78,33.04,45.94,14.41,17.27,30.42,26.54,11.064
2025-04-20,Milho,51.26,4.69,28.24,35.34,37.22,36.27,11.58,6.46,50.0,28.49,8.253
2025-04-21,Soja,63.65,5.84,24.4,53.49,27.69,50.16,22.89,6.12,44.02,13.31,11.891
2025-04-22,Cana,59.67,4.5,27.1,51.37,44.53,24.84,7.47,1.74,50.0,10.61,8.769
2025-04-23,Soja,95.0,4.93,20.56,30.73,16.61,41.52,23.77,1.45,21.77,57.89,10.819
2025-04-24,Trigo,71.79,6.81,22.81,44.88,36.93,37.4,24.93,19.86,35.29,21.62,12.0
2025-04-25,Milho,53.08,6.83,28.61,28.34,23.94,38.17,16.49,3.18,50.0,47.16,9.633
2025-04-26,Cana,40.67,6.54,23.14,23.44,47.19,50.27,5.0,3.72,50.0,36.58,9.246
2025-04-27,Soja,30.9,5.43,33.63,32.48,49.93,43.79,16.19,11.41,50.0,15.1,10.396
2025-04-28,Milho,58.05,6.16,23.0,50.35,22.33,38.46,17.68,3.31,48.23,23.08,11.475
2025-04-29,Milho,43.65,6.2,26.12,51.44,24.5,15.14,12.95,24.3,50.0,34.39,9.037
2025-04-30,Trigo,33.67,5.27,29.66,46.16,38.6,23.48,15.42,10.71,50.0,28.54,9.022
2025-05-01,Soja,45.3,7.4,17.91,48.7,26.13,33.53,25.65,7.28,50.0,32.44,10.014
2025-05-02,Soja,38.78,6.9,16.2,46.19,29.55,36.12,21.32,17.02,50.0,32.2,9.727
2025-05-03,Soja,80.31,6.02,17.37,32.3,30.25,21.44,13.38,0.41,25.23,63.49,9.635
2025-05-04,Trigo,68.22,6.22,31.31,45.18,10.8,63.94,10.01,2.38,50.0,16.56,11.169
2025-05-05,Soja,54.88,6.37,22.24,49.6,29.86,53.2,16.36,5.0,50.0,17.63,11.221
2025-05-06,Milho,77.2,4.57,37.79,49.05,23.1,42.23,16.93,2.06,41.91,24.35,10.698
2025-05-07,Soja,56.16,6.0,22.18,54.27,25.07,35.86,20.48,10.9,48.98,21.23,11.484
2025-05-08,Algodão,42.08,5.65,25.92,48.5,44.44,32.45,15.32,20.13,50.0,13.38,10.731
2025-05-09,Cana,77.85,5.4,32.71,44.22,17.43,23.58,20.56,4.41,38.54,43.14,9.967
2025-05-10,Milho,63.08,5.98,35.03,52.84,38.13,35.93,27.68,3.35,50.0,23.52,12.0
2025-05-11,Milho,39.44,7.64,35.31,39.68,27.21,38.09,22.08,26.07,50.0,39.91,9.539
2025-05-12,Soja,52.14,6.71,31.04,29.42,27.2,20.1,17.76,4.71,50.0,56.88,9.071
2025-05-13,Soja,41.87,5.74,30.12,38.04,37.9,39.01,17.08,5.37,50.0,34.98,9.43
2025-05-14,Soja,34.26,6.66,27.96,31.06,33.4,33.14,16.22,3.47,50.0,34.77,9.859
